type,flavor,state,index type,year,index
1,0,1,index_nsa,1975,200.74
1,0,1,index_nsa,1976,295.63
1,0,1,index_nsa,1977,313.37
1,0,1,index_nsa,1978,344.02
1,0,1,index_nsa,1979,379.99
1,0,1,index_nsa,1980,351.3
1,0,1,index_nsa,1981,443.39
1,0,1,index_nsa,1982,544.94
1,0,1,index_nsa,1983,571.59
1,0,1,index_nsa,1984,604.54
1,0,1,index_nsa,1985,577.14
1,0,1,index_nsa,1986,565.12
1,0,1,index_nsa,1987,478.84
1,0,1,index_nsa,1988,494.49
1,0,1,index_nsa,1989,438.98
1,0,1,index_nsa,1990,453.01
1,0,1,index_nsa,1991,513.94
1,0,1,index_nsa,1992,538.02
1,0,1,index_nsa,1993,548.88
1,0,1,index_nsa,1994,573.65
1,0,1,index_nsa,1995,597.87
1,0,1,index_nsa,1996,624.87
1,0,1,index_nsa,1997,642.33
1,0,1,index_nsa,1998,662.4
1,0,1,index_nsa,1999,685.45
1,0,1,index_nsa,2000,696.96
1,0,1,index_nsa,2001,731.95
1,0,1,index_nsa,2002,771.83
1,0,1,index_nsa,2003,809.96
1,0,1,index_nsa,2004,891.39
1,0,1,index_nsa,2005,1001.5
1,0,1,index_nsa,2006,1099.92
1,0,1,index_nsa,2007,1143.16
1,0,1,index_nsa,2008,1138.34
1,0,1,index_nsa,2009,1132.64
1,0,1,index_nsa,2010,1126.21
1,0,1,index_nsa,2011,1135.51
1,0,1,index_nsa,2012,1140.63
1,0,1,index_nsa,2013,1174.99
1,0,1,index_nsa,2014,1198.87
1,0,1,index_nsa,2015,1238.91
1,0,1,index_nsa,2016,1262.97
1,0,1,index_nsa,2017,1279.09
1,0,1,index_nsa,2018,1291.59
1,0,1,index_nsa,2019,1321.65
1,0,1,index_nsa,2020,1365.7
1,0,1,index_nsa,2021,1479.27
1,0,1,index_nsa,2022,811.82
1,1,1,index_nsa,1975,0
1,1,1,index_nsa,1976,0
1,1,1,index_nsa,1977,0
1,1,1,index_nsa,1978,0
1,1,1,index_nsa,1979,0
1,1,1,index_nsa,1980,0
1,1,1,index_nsa,1981,0
1,1,1,index_nsa,1982,0
1,1,1,index_nsa,1983,0
1,1,1,index_nsa,1984,0
1,1,1,index_nsa,1985,0
1,1,1,index_nsa,1986,0
1,1,1,index_nsa,1987,0
1,1,1,index_nsa,1988,0
1,1,1,index_nsa,1989,0
1,1,1,index_nsa,1990,0
1,1,1,index_nsa,1991,401.36
1,1,1,index_nsa,1992,413.61
1,1,1,index_nsa,1993,427.05
1,1,1,index_nsa,1994,450.66
1,1,1,index_nsa,1995,469.95
1,1,1,index_nsa,1996,491.05
1,1,1,index_nsa,1997,504.28
1,1,1,index_nsa,1998,525.87
1,1,1,index_nsa,1999,541.89
1,1,1,index_nsa,2000,560.47
1,1,1,index_nsa,2001,597.21
1,1,1,index_nsa,2002,636.65
1,1,1,index_nsa,2003,683.25
1,1,1,index_nsa,2004,742.6
1,1,1,index_nsa,2005,826.64
1,1,1,index_nsa,2006,894.96
1,1,1,index_nsa,2007,923.69
1,1,1,index_nsa,2008,909.47
1,1,1,index_nsa,2009,906.46
1,1,1,index_nsa,2010,903.13
1,1,1,index_nsa,2011,906.32
1,1,1,index_nsa,2012,916.23
1,1,1,index_nsa,2013,941.12
1,1,1,index_nsa,2014,964.75
1,1,1,index_nsa,2015,1000.81
1,1,1,index_nsa,2016,1025.72
1,1,1,index_nsa,2017,1030.38
1,1,1,index_nsa,2018,1042.01
1,1,1,index_nsa,2019,1077.29
1,1,1,index_nsa,2020,1128.14
1,1,1,index_nsa,2021,1250.68
1,1,1,index_nsa,2022,675.4
1,2,1,index_nsa,1975,0
1,2,1,index_nsa,1976,0
1,2,1,index_nsa,1977,0
1,2,1,index_nsa,1978,0
1,2,1,index_nsa,1979,0
1,2,1,index_nsa,1980,0
1,2,1,index_nsa,1981,0
1,2,1,index_nsa,1982,0
1,2,1,index_nsa,1983,0
1,2,1,index_nsa,1984,0
1,2,1,index_nsa,1985,0
1,2,1,index_nsa,1986,0
1,2,1,index_nsa,1987,0
1,2,1,index_nsa,1988,0
1,2,1,index_nsa,1989,0
1,2,1,index_nsa,1990,0
1,2,1,index_nsa,1991,405.7
1,2,1,index_nsa,1992,416.92
1,2,1,index_nsa,1993,431.07
1,2,1,index_nsa,1994,447.64
1,2,1,index_nsa,1995,466.42
1,2,1,index_nsa,1996,485.75
1,2,1,index_nsa,1997,499.02
1,2,1,index_nsa,1998,516.99
1,2,1,index_nsa,1999,532.79
1,2,1,index_nsa,2000,544.96
1,2,1,index_nsa,2001,580.31
1,2,1,index_nsa,2002,618.32
1,2,1,index_nsa,2003,663.96
1,2,1,index_nsa,2004,727.76
1,2,1,index_nsa,2005,806.77
1,2,1,index_nsa,2006,870.98
1,2,1,index_nsa,2007,900.21
1,2,1,index_nsa,2008,892.47
1,2,1,index_nsa,2009,875.13
1,2,1,index_nsa,2010,878.89
1,2,1,index_nsa,2011,897.37
1,2,1,index_nsa,2012,896.85
1,2,1,index_nsa,2013,922.07
1,2,1,index_nsa,2014,942.79
1,2,1,index_nsa,2015,972.17
1,2,1,index_nsa,2016,991.79
1,2,1,index_nsa,2017,1004.28
1,2,1,index_nsa,2018,1022.58
1,2,1,index_nsa,2019,1058.46
1,2,1,index_nsa,2020,1107.49
1,2,1,index_nsa,2021,1226.26
1,2,1,index_nsa,2022,658.44
0,0,1,index_nsa,1975,0
0,0,1,index_nsa,1976,0
0,0,1,index_nsa,1977,0
0,0,1,index_nsa,1978,0
0,0,1,index_nsa,1979,0
0,0,1,index_nsa,1980,0
0,0,1,index_nsa,1981,0
0,0,1,index_nsa,1982,0
0,0,1,index_nsa,1983,0
0,0,1,index_nsa,1984,0
0,0,1,index_nsa,1985,0
0,0,1,index_nsa,1986,0
0,0,1,index_nsa,1987,0
0,0,1,index_nsa,1988,0
0,0,1,index_nsa,1989,0
0,0,1,index_nsa,1990,0
0,0,1,index_nsa,1991,0
0,0,1,index_nsa,1992,0
0,0,1,index_nsa,1993,0
0,0,1,index_nsa,1994,0
0,0,1,index_nsa,1995,410.53
0,0,1,index_nsa,1996,435.88
0,0,1,index_nsa,1997,445.46
0,0,1,index_nsa,1998,450.99
0,0,1,index_nsa,1999,463.56
0,0,1,index_nsa,2000,470.49
0,0,1,index_nsa,2001,486.96
0,0,1,index_nsa,2002,497.56
0,0,1,index_nsa,2003,514.19
0,0,1,index_nsa,2004,556.47
0,0,1,index_nsa,2005,624.41
0,0,1,index_nsa,2006,690.04
0,0,1,index_nsa,2007,725.36
0,0,1,index_nsa,2008,727.31
0,0,1,index_nsa,2009,723.84
0,0,1,index_nsa,2010,714.92
0,0,1,index_nsa,2011,729.92
0,0,1,index_nsa,2012,741.75
0,0,1,index_nsa,2013,761.75
0,0,1,index_nsa,2014,774.46
0,0,1,index_nsa,2015,810.07
0,0,1,index_nsa,2016,828.86
0,0,1,index_nsa,2017,846.56
0,0,1,index_nsa,2018,870.84
0,0,1,index_nsa,2019,891.19
0,0,1,index_nsa,2020,921.07
0,0,1,index_nsa,2021,1005.27
0,0,1,index_nsa,2022,552.93
0,1,1,index_nsa,1975,0
0,1,1,index_nsa,1976,0
0,1,1,index_nsa,1977,0
0,1,1,index_nsa,1978,0
0,1,1,index_nsa,1979,0
0,1,1,index_nsa,1980,0
0,1,1,index_nsa,1981,0
0,1,1,index_nsa,1982,0
0,1,1,index_nsa,1983,0
0,1,1,index_nsa,1984,0
0,1,1,index_nsa,1985,0
0,1,1,index_nsa,1986,0
0,1,1,index_nsa,1987,0
0,1,1,index_nsa,1988,0
0,1,1,index_nsa,1989,0
0,1,1,index_nsa,1990,0
0,1,1,index_nsa,1991,0
0,1,1,index_nsa,1992,0
0,1,1,index_nsa,1993,0
0,1,1,index_nsa,1994,0
0,1,1,index_nsa,1995,0
0,1,1,index_nsa,1996,0
0,1,1,index_nsa,1997,0
0,1,1,index_nsa,1998,0
0,1,1,index_nsa,1999,0
0,1,1,index_nsa,2000,0
0,1,1,index_nsa,2001,0
0,1,1,index_nsa,2002,0
0,1,1,index_nsa,2003,0
0,1,1,index_nsa,2004,0
0,1,1,index_nsa,2005,0
0,1,1,index_nsa,2006,0
0,1,1,index_nsa,2007,0
0,1,1,index_nsa,2008,0
0,1,1,index_nsa,2009,0
0,1,1,index_nsa,2010,0
0,1,1,index_nsa,2011,0
0,1,1,index_nsa,2012,0
0,1,1,index_nsa,2013,0
0,1,1,index_nsa,2014,0
0,1,1,index_nsa,2015,0
0,1,1,index_nsa,2016,0
0,1,1,index_nsa,2017,0
0,1,1,index_nsa,2018,0
0,1,1,index_nsa,2019,0
0,1,1,index_nsa,2020,0
0,1,1,index_nsa,2021,0
0,1,1,index_nsa,2022,0
0,2,1,index_nsa,1975,0
0,2,1,index_nsa,1976,0
0,2,1,index_nsa,1977,0
0,2,1,index_nsa,1978,0
0,2,1,index_nsa,1979,0
0,2,1,index_nsa,1980,0
0,2,1,index_nsa,1981,0
0,2,1,index_nsa,1982,0
0,2,1,index_nsa,1983,0
0,2,1,index_nsa,1984,0
0,2,1,index_nsa,1985,0
0,2,1,index_nsa,1986,0
0,2,1,index_nsa,1987,0
0,2,1,index_nsa,1988,0
0,2,1,index_nsa,1989,0
0,2,1,index_nsa,1990,0
0,2,1,index_nsa,1991,0
0,2,1,index_nsa,1992,0
0,2,1,index_nsa,1993,0
0,2,1,index_nsa,1994,0
0,2,1,index_nsa,1995,0
0,2,1,index_nsa,1996,0
0,2,1,index_nsa,1997,0
0,2,1,index_nsa,1998,0
0,2,1,index_nsa,1999,0
0,2,1,index_nsa,2000,0
0,2,1,index_nsa,2001,0
0,2,1,index_nsa,2002,0
0,2,1,index_nsa,2003,0
0,2,1,index_nsa,2004,0
0,2,1,index_nsa,2005,0
0,2,1,index_nsa,2006,0
0,2,1,index_nsa,2007,0
0,2,1,index_nsa,2008,0
0,2,1,index_nsa,2009,0
0,2,1,index_nsa,2010,0
0,2,1,index_nsa,2011,0
0,2,1,index_nsa,2012,0
0,2,1,index_nsa,2013,0
0,2,1,index_nsa,2014,0
0,2,1,index_nsa,2015,0
0,2,1,index_nsa,2016,0
0,2,1,index_nsa,2017,0
0,2,1,index_nsa,2018,0
0,2,1,index_nsa,2019,0
0,2,1,index_nsa,2020,0
0,2,1,index_nsa,2021,0
0,2,1,index_nsa,2022,0
1,0,0,index_nsa,1975,293.52
1,0,0,index_nsa,1976,308.32
1,0,0,index_nsa,1977,342.38
1,0,0,index_nsa,1978,370.08
1,0,0,index_nsa,1979,409.22
1,0,0,index_nsa,1980,421.81
1,0,0,index_nsa,1981,433.45
1,0,0,index_nsa,1982,439.39
1,0,0,index_nsa,1983,459.61
1,0,0,index_nsa,1984,489.77
1,0,0,index_nsa,1985,501.71
1,0,0,index_nsa,1986,530.72
1,0,0,index_nsa,1987,555.24
1,0,0,index_nsa,1988,569.05
1,0,0,index_nsa,1989,577.01
1,0,0,index_nsa,1990,586.91
1,0,0,index_nsa,1991,605.65
1,0,0,index_nsa,1992,629.72
1,0,0,index_nsa,1993,656.63
1,0,0,index_nsa,1994,680.58
1,0,0,index_nsa,1995,707.99
1,0,0,index_nsa,1996,736.59
1,0,0,index_nsa,1997,764.23
1,0,0,index_nsa,1998,803.13
1,0,0,index_nsa,1999,823.95
1,0,0,index_nsa,2000,844.58
1,0,0,index_nsa,2001,891.17
1,0,0,index_nsa,2002,917.32
1,0,0,index_nsa,2003,953.81
1,0,0,index_nsa,2004,990.13
1,0,0,index_nsa,2005,1059.84
1,0,0,index_nsa,2006,1143.85
1,0,0,index_nsa,2007,1197.91
1,0,0,index_nsa,2008,1211.39
1,0,0,index_nsa,2009,1193.91
1,0,0,index_nsa,2010,1149.02
1,0,0,index_nsa,2011,1110.48
1,0,0,index_nsa,2012,1104.45
1,0,0,index_nsa,2013,1096.49
1,0,0,index_nsa,2014,1109.3
1,0,0,index_nsa,2015,1139.91
1,0,0,index_nsa,2016,1173.09
1,0,0,index_nsa,2017,1208.76
1,0,0,index_nsa,2018,1258.42
1,0,0,index_nsa,2019,1321.09
1,0,0,index_nsa,2020,1397.32
1,0,0,index_nsa,2021,1578.8
1,0,0,index_nsa,2022,896.3
1,1,0,index_nsa,1975,0
1,1,0,index_nsa,1976,0
1,1,0,index_nsa,1977,0
1,1,0,index_nsa,1978,0
1,1,0,index_nsa,1979,0
1,1,0,index_nsa,1980,0
1,1,0,index_nsa,1981,0
1,1,0,index_nsa,1982,0
1,1,0,index_nsa,1983,0
1,1,0,index_nsa,1984,0
1,1,0,index_nsa,1985,0
1,1,0,index_nsa,1986,0
1,1,0,index_nsa,1987,0
1,1,0,index_nsa,1988,0
1,1,0,index_nsa,1989,0
1,1,0,index_nsa,1990,0
1,1,0,index_nsa,1991,407.18
1,1,0,index_nsa,1992,423.67
1,1,0,index_nsa,1993,441.44
1,1,0,index_nsa,1994,466.24
1,1,0,index_nsa,1995,486.61
1,1,0,index_nsa,1996,503.95
1,1,0,index_nsa,1997,523.59
1,1,0,index_nsa,1998,540.96
1,1,0,index_nsa,1999,563.29
1,1,0,index_nsa,2000,585.73
1,1,0,index_nsa,2001,601.14
1,1,0,index_nsa,2002,614.61
1,1,0,index_nsa,2003,638.21
1,1,0,index_nsa,2004,661.96
1,1,0,index_nsa,2005,712.41
1,1,0,index_nsa,2006,758.62
1,1,0,index_nsa,2007,763.64
1,1,0,index_nsa,2008,733.28
1,1,0,index_nsa,2009,689.09
1,1,0,index_nsa,2010,639.68
1,1,0,index_nsa,2011,610.64
1,1,0,index_nsa,2012,605.14
1,1,0,index_nsa,2013,613.9
1,1,0,index_nsa,2014,630.71
1,1,0,index_nsa,2015,649.03
1,1,0,index_nsa,2016,668.45
1,1,0,index_nsa,2017,695.81
1,1,0,index_nsa,2018,729.97
1,1,0,index_nsa,2019,764.33
1,1,0,index_nsa,2020,822.25
1,1,0,index_nsa,2021,937.35
1,1,0,index_nsa,2022,518.19
1,2,0,index_nsa,1975,0
1,2,0,index_nsa,1976,0
1,2,0,index_nsa,1977,0
1,2,0,index_nsa,1978,0
1,2,0,index_nsa,1979,0
1,2,0,index_nsa,1980,0
1,2,0,index_nsa,1981,0
1,2,0,index_nsa,1982,0
1,2,0,index_nsa,1983,0
1,2,0,index_nsa,1984,0
1,2,0,index_nsa,1985,0
1,2,0,index_nsa,1986,0
1,2,0,index_nsa,1987,0
1,2,0,index_nsa,1988,0
1,2,0,index_nsa,1989,0
1,2,0,index_nsa,1990,0
1,2,0,index_nsa,1991,407.4
1,2,0,index_nsa,1992,423.63
1,2,0,index_nsa,1993,443.6
1,2,0,index_nsa,1994,464.97
1,2,0,index_nsa,1995,481.35
1,2,0,index_nsa,1996,499.71
1,2,0,index_nsa,1997,514.93
1,2,0,index_nsa,1998,532.81
1,2,0,index_nsa,1999,552.58
1,2,0,index_nsa,2000,568.87
1,2,0,index_nsa,2001,584.33
1,2,0,index_nsa,2002,602.97
1,2,0,index_nsa,2003,628.8
1,2,0,index_nsa,2004,659.47
1,2,0,index_nsa,2005,708.32
1,2,0,index_nsa,2006,769.67
1,2,0,index_nsa,2007,802.26
1,2,0,index_nsa,2008,782.85
1,2,0,index_nsa,2009,762.97
1,2,0,index_nsa,2010,722.7
1,2,0,index_nsa,2011,687.38
1,2,0,index_nsa,2012,701.53
1,2,0,index_nsa,2013,721.53
1,2,0,index_nsa,2014,736.87
1,2,0,index_nsa,2015,758.96
1,2,0,index_nsa,2016,786.82
1,2,0,index_nsa,2017,820.32
1,2,0,index_nsa,2018,865.16
1,2,0,index_nsa,2019,915.75
1,2,0,index_nsa,2020,992.92
1,2,0,index_nsa,2021,1149.1
1,2,0,index_nsa,2022,650.97
0,0,0,index_nsa,1975,0
0,0,0,index_nsa,1976,0
0,0,0,index_nsa,1977,0
0,0,0,index_nsa,1978,0
0,0,0,index_nsa,1979,0
0,0,0,index_nsa,1980,0
0,0,0,index_nsa,1981,0
0,0,0,index_nsa,1982,0
0,0,0,index_nsa,1983,0
0,0,0,index_nsa,1984,0
0,0,0,index_nsa,1985,0
0,0,0,index_nsa,1986,0
0,0,0,index_nsa,1987,0
0,0,0,index_nsa,1988,0
0,0,0,index_nsa,1989,0
0,0,0,index_nsa,1990,0
0,0,0,index_nsa,1991,0
0,0,0,index_nsa,1992,0
0,0,0,index_nsa,1993,0
0,0,0,index_nsa,1994,0
0,0,0,index_nsa,1995,412.19
0,0,0,index_nsa,1996,433.52
0,0,0,index_nsa,1997,450.24
0,0,0,index_nsa,1998,480.97
0,0,0,index_nsa,1999,491.04
0,0,0,index_nsa,2000,506.67
0,0,0,index_nsa,2001,536.5
0,0,0,index_nsa,2002,550.6
0,0,0,index_nsa,2003,571.33
0,0,0,index_nsa,2004,587.82
0,0,0,index_nsa,2005,627.48
0,0,0,index_nsa,2006,676.88
0,0,0,index_nsa,2007,721.2
0,0,0,index_nsa,2008,737.31
0,0,0,index_nsa,2009,732.59
0,0,0,index_nsa,2010,707.85
0,0,0,index_nsa,2011,692.3
0,0,0,index_nsa,2012,691.09
0,0,0,index_nsa,2013,688.31
0,0,0,index_nsa,2014,688.46
0,0,0,index_nsa,2015,701.54
0,0,0,index_nsa,2016,716.22
0,0,0,index_nsa,2017,734.1
0,0,0,index_nsa,2018,755.09
0,0,0,index_nsa,2019,788.74
0,0,0,index_nsa,2020,827.38
0,0,0,index_nsa,2021,925.01
0,0,0,index_nsa,2022,522.85
0,1,0,index_nsa,1975,0
0,1,0,index_nsa,1976,0
0,1,0,index_nsa,1977,0
0,1,0,index_nsa,1978,0
0,1,0,index_nsa,1979,0
0,1,0,index_nsa,1980,0
0,1,0,index_nsa,1981,0
0,1,0,index_nsa,1982,0
0,1,0,index_nsa,1983,0
0,1,0,index_nsa,1984,0
0,1,0,index_nsa,1985,0
0,1,0,index_nsa,1986,0
0,1,0,index_nsa,1987,0
0,1,0,index_nsa,1988,0
0,1,0,index_nsa,1989,0
0,1,0,index_nsa,1990,0
0,1,0,index_nsa,1991,0
0,1,0,index_nsa,1992,0
0,1,0,index_nsa,1993,0
0,1,0,index_nsa,1994,0
0,1,0,index_nsa,1995,0
0,1,0,index_nsa,1996,0
0,1,0,index_nsa,1997,0
0,1,0,index_nsa,1998,0
0,1,0,index_nsa,1999,0
0,1,0,index_nsa,2000,0
0,1,0,index_nsa,2001,0
0,1,0,index_nsa,2002,0
0,1,0,index_nsa,2003,0
0,1,0,index_nsa,2004,0
0,1,0,index_nsa,2005,0
0,1,0,index_nsa,2006,0
0,1,0,index_nsa,2007,0
0,1,0,index_nsa,2008,0
0,1,0,index_nsa,2009,0
0,1,0,index_nsa,2010,0
0,1,0,index_nsa,2011,0
0,1,0,index_nsa,2012,0
0,1,0,index_nsa,2013,0
0,1,0,index_nsa,2014,0
0,1,0,index_nsa,2015,0
0,1,0,index_nsa,2016,0
0,1,0,index_nsa,2017,0
0,1,0,index_nsa,2018,0
0,1,0,index_nsa,2019,0
0,1,0,index_nsa,2020,0
0,1,0,index_nsa,2021,0
0,1,0,index_nsa,2022,0
0,2,0,index_nsa,1975,0
0,2,0,index_nsa,1976,0
0,2,0,index_nsa,1977,0
0,2,0,index_nsa,1978,0
0,2,0,index_nsa,1979,0
0,2,0,index_nsa,1980,0
0,2,0,index_nsa,1981,0
0,2,0,index_nsa,1982,0
0,2,0,index_nsa,1983,0
0,2,0,index_nsa,1984,0
0,2,0,index_nsa,1985,0
0,2,0,index_nsa,1986,0
0,2,0,index_nsa,1987,0
0,2,0,index_nsa,1988,0
0,2,0,index_nsa,1989,0
0,2,0,index_nsa,1990,0
0,2,0,index_nsa,1991,0
0,2,0,index_nsa,1992,0
0,2,0,index_nsa,1993,0
0,2,0,index_nsa,1994,0
0,2,0,index_nsa,1995,0
0,2,0,index_nsa,1996,0
0,2,0,index_nsa,1997,0
0,2,0,index_nsa,1998,0
0,2,0,index_nsa,1999,0
0,2,0,index_nsa,2000,0
0,2,0,index_nsa,2001,0
0,2,0,index_nsa,2002,0
0,2,0,index_nsa,2003,0
0,2,0,index_nsa,2004,0
0,2,0,index_nsa,2005,0
0,2,0,index_nsa,2006,0
0,2,0,index_nsa,2007,0
0,2,0,index_nsa,2008,0
0,2,0,index_nsa,2009,0
0,2,0,index_nsa,2010,0
0,2,0,index_nsa,2011,0
0,2,0,index_nsa,2012,0
0,2,0,index_nsa,2013,0
0,2,0,index_nsa,2014,0
0,2,0,index_nsa,2015,0
0,2,0,index_nsa,2016,0
0,2,0,index_nsa,2017,0
0,2,0,index_nsa,2018,0
0,2,0,index_nsa,2019,0
0,2,0,index_nsa,2020,0
0,2,0,index_nsa,2021,0
0,2,0,index_nsa,2022,0
1,0,3,index_nsa,1975,254.72
1,0,3,index_nsa,1976,279.24
1,0,3,index_nsa,1977,307.28
1,0,3,index_nsa,1978,337.21
1,0,3,index_nsa,1979,387.7
1,0,3,index_nsa,1980,416.93
1,0,3,index_nsa,1981,428.38
1,0,3,index_nsa,1982,428.2
1,0,3,index_nsa,1983,465.88
1,0,3,index_nsa,1984,480.03
1,0,3,index_nsa,1985,489.27
1,0,3,index_nsa,1986,508.82
1,0,3,index_nsa,1987,511.52
1,0,3,index_nsa,1988,506.8
1,0,3,index_nsa,1989,509.06
1,0,3,index_nsa,1990,512.66
1,0,3,index_nsa,1991,524.63
1,0,3,index_nsa,1992,542.16
1,0,3,index_nsa,1993,566.64
1,0,3,index_nsa,1994,598.92
1,0,3,index_nsa,1995,627.38
1,0,3,index_nsa,1996,649.26
1,0,3,index_nsa,1997,668.84
1,0,3,index_nsa,1998,693.57
1,0,3,index_nsa,1999,710.68
1,0,3,index_nsa,2000,727.37
1,0,3,index_nsa,2001,766.29
1,0,3,index_nsa,2002,791.58
1,0,3,index_nsa,2003,824.29
1,0,3,index_nsa,2004,871.95
1,0,3,index_nsa,2005,935.98
1,0,3,index_nsa,2006,993.02
1,0,3,index_nsa,2007,1022.62
1,0,3,index_nsa,2008,1019.02
1,0,3,index_nsa,2009,1006.23
1,0,3,index_nsa,2010,981.27
1,0,3,index_nsa,2011,965.17
1,0,3,index_nsa,2012,970
1,0,3,index_nsa,2013,983.85
1,0,3,index_nsa,2014,997.09
1,0,3,index_nsa,2015,1021.8
1,0,3,index_nsa,2016,1048.73
1,0,3,index_nsa,2017,1086.52
1,0,3,index_nsa,2018,1126.42
1,0,3,index_nsa,2019,1169.23
1,0,3,index_nsa,2020,1217.72
1,0,3,index_nsa,2021,1375.01
1,0,3,index_nsa,2022,783.64
1,1,3,index_nsa,1975,0
1,1,3,index_nsa,1976,0
1,1,3,index_nsa,1977,0
1,1,3,index_nsa,1978,0
1,1,3,index_nsa,1979,0
1,1,3,index_nsa,1980,0
1,1,3,index_nsa,1981,0
1,1,3,index_nsa,1982,0
1,1,3,index_nsa,1983,0
1,1,3,index_nsa,1984,0
1,1,3,index_nsa,1985,0
1,1,3,index_nsa,1986,0
1,1,3,index_nsa,1987,0
1,1,3,index_nsa,1988,0
1,1,3,index_nsa,1989,0
1,1,3,index_nsa,1990,0
1,1,3,index_nsa,1991,405.37
1,1,3,index_nsa,1992,417.68
1,1,3,index_nsa,1993,437.69
1,1,3,index_nsa,1994,462.81
1,1,3,index_nsa,1995,485.2
1,1,3,index_nsa,1996,504.22
1,1,3,index_nsa,1997,514.32
1,1,3,index_nsa,1998,526.55
1,1,3,index_nsa,1999,545.19
1,1,3,index_nsa,2000,561.27
1,1,3,index_nsa,2001,582.68
1,1,3,index_nsa,2002,603.22
1,1,3,index_nsa,2003,634
1,1,3,index_nsa,2004,677.45
1,1,3,index_nsa,2005,723.53
1,1,3,index_nsa,2006,764.65
1,1,3,index_nsa,2007,779.88
1,1,3,index_nsa,2008,756.31
1,1,3,index_nsa,2009,726.19
1,1,3,index_nsa,2010,706.06
1,1,3,index_nsa,2011,689.25
1,1,3,index_nsa,2012,711.15
1,1,3,index_nsa,2013,725.41
1,1,3,index_nsa,2014,736.75
1,1,3,index_nsa,2015,755.6
1,1,3,index_nsa,2016,780.6
1,1,3,index_nsa,2017,810.19
1,1,3,index_nsa,2018,845.14
1,1,3,index_nsa,2019,885.7
1,1,3,index_nsa,2020,942.36
1,1,3,index_nsa,2021,1089.13
1,1,3,index_nsa,2022,611.74
1,2,3,index_nsa,1975,0
1,2,3,index_nsa,1976,0
1,2,3,index_nsa,1977,0
1,2,3,index_nsa,1978,0
1,2,3,index_nsa,1979,0
1,2,3,index_nsa,1980,0
1,2,3,index_nsa,1981,0
1,2,3,index_nsa,1982,0
1,2,3,index_nsa,1983,0
1,2,3,index_nsa,1984,0
1,2,3,index_nsa,1985,0
1,2,3,index_nsa,1986,0
1,2,3,index_nsa,1987,0
1,2,3,index_nsa,1988,0
1,2,3,index_nsa,1989,0
1,2,3,index_nsa,1990,0
1,2,3,index_nsa,1991,404.76
1,2,3,index_nsa,1992,417.5
1,2,3,index_nsa,1993,440.02
1,2,3,index_nsa,1994,467.91
1,2,3,index_nsa,1995,486.82
1,2,3,index_nsa,1996,500.95
1,2,3,index_nsa,1997,513.03
1,2,3,index_nsa,1998,523.62
1,2,3,index_nsa,1999,541.95
1,2,3,index_nsa,2000,557.51
1,2,3,index_nsa,2001,577.74
1,2,3,index_nsa,2002,600.21
1,2,3,index_nsa,2003,631.95
1,2,3,index_nsa,2004,674.6
1,2,3,index_nsa,2005,720.31
1,2,3,index_nsa,2006,760.85
1,2,3,index_nsa,2007,776.17
1,2,3,index_nsa,2008,752.77
1,2,3,index_nsa,2009,740.31
1,2,3,index_nsa,2010,713.42
1,2,3,index_nsa,2011,704.53
1,2,3,index_nsa,2012,722.96
1,2,3,index_nsa,2013,742.02
1,2,3,index_nsa,2014,754.89
1,2,3,index_nsa,2015,773.95
1,2,3,index_nsa,2016,796.26
1,2,3,index_nsa,2017,827.58
1,2,3,index_nsa,2018,860.42
1,2,3,index_nsa,2019,899.22
1,2,3,index_nsa,2020,957.97
1,2,3,index_nsa,2021,1111.86
1,2,3,index_nsa,2022,626.15
0,0,3,index_nsa,1975,0
0,0,3,index_nsa,1976,0
0,0,3,index_nsa,1977,0
0,0,3,index_nsa,1978,0
0,0,3,index_nsa,1979,0
0,0,3,index_nsa,1980,0
0,0,3,index_nsa,1981,0
0,0,3,index_nsa,1982,0
0,0,3,index_nsa,1983,0
0,0,3,index_nsa,1984,0
0,0,3,index_nsa,1985,0
0,0,3,index_nsa,1986,0
0,0,3,index_nsa,1987,0
0,0,3,index_nsa,1988,0
0,0,3,index_nsa,1989,0
0,0,3,index_nsa,1990,0
0,0,3,index_nsa,1991,0
0,0,3,index_nsa,1992,0
0,0,3,index_nsa,1993,0
0,0,3,index_nsa,1994,0
0,0,3,index_nsa,1995,405.22
0,0,3,index_nsa,1996,426.45
0,0,3,index_nsa,1997,439
0,0,3,index_nsa,1998,458.98
0,0,3,index_nsa,1999,469.14
0,0,3,index_nsa,2000,476.73
0,0,3,index_nsa,2001,502.19
0,0,3,index_nsa,2002,517.56
0,0,3,index_nsa,2003,533.33
0,0,3,index_nsa,2004,549.96
0,0,3,index_nsa,2005,583.54
0,0,3,index_nsa,2006,621.33
0,0,3,index_nsa,2007,651.72
0,0,3,index_nsa,2008,662.6
0,0,3,index_nsa,2009,664.69
0,0,3,index_nsa,2010,655.07
0,0,3,index_nsa,2011,648.53
0,0,3,index_nsa,2012,654.01
0,0,3,index_nsa,2013,660.06
0,0,3,index_nsa,2014,664.28
0,0,3,index_nsa,2015,674.15
0,0,3,index_nsa,2016,685.73
0,0,3,index_nsa,2017,696.76
0,0,3,index_nsa,2018,721.03
0,0,3,index_nsa,2019,743.25
0,0,3,index_nsa,2020,774.38
0,0,3,index_nsa,2021,859.67
0,0,3,index_nsa,2022,488.59
0,1,3,index_nsa,1975,0
0,1,3,index_nsa,1976,0
